Nationality,Single Age Group,Five-Year Age Group,Governorate,Region,Gender,Population
Non-Saudi,56,55-59,,,Male,261
Saudi,56,55-59,,,Male,562
Non-Saudi,56,55-59,,,Male,631
Saudi,56,55-59,,,Male,89
Non-Saudi,56,55-59,,,Male,311
Saudi,56,55-59,,,Male,55
Non-Saudi,56,55-59,,,Male,91
Saudi,56,55-59,,,Male,25
Non-Saudi,56,55-59,,,Male,43
Saudi,56,55-59,,,Male,92
Non-Saudi,56,55-59,,,Male,110
Saudi,56,55-59,,,Male,130
Non-Saudi,56,55-59,,,Male,133
Saudi,56,55-59,,,Male,849
Non-Saudi,56,55-59,,,Male,1274
Saudi,56,55-59,,,Male,61
Non-Saudi,56,55-59,,,Male,87
Saudi,56,55-59,,,Male,42
Non-Saudi,56,55-59,,,Male,52
Saudi,56,55-59,,,Male,108
Non-Saudi,56,55-59,,,Male,172
Saudi,56,55-59,,,Male,399
Non-Saudi,56,55-59,,,Male,254
Saudi,56,55-59,,,Male,237
Non-Saudi,56,55-59,,,Male,178
Saudi,56,55-59,,,Male,22
Non-Saudi,56,55-59,,,Male,13
Saudi,56,55-59,,,Male,105
Non-Saudi,56,55-59,,,Male,48
Saudi,56,55-59,,,Male,126
Non-Saudi,56,55-59,,,Male,120
Saudi,56,55-59,,,Male,28
Non-Saudi,56,55-59,,,Male,6
Saudi,56,55-59,,,Male,71
Non-Saudi,56,55-59,,,Male,39
Saudi,56,55-59,,,Male,150
Non-Saudi,56,55-59,,,Male,78
Saudi,56,55-59,,,Male,68
Non-Saudi,56,55-59,,,Male,46
Saudi,56,55-59,,,Male,135
Non-Saudi,56,55-59,,,Male,171
Saudi,56,55-59,,,Male,263
Non-Saudi,56,55-59,,,Male,480
Saudi,56,55-59,,,Male,221
Non-Saudi,56,55-59,,,Male,233
Saudi,56,55-59,,,Male,351
Non-Saudi,56,55-59,,,Male,405
Saudi,56,55-59,,,Male,121
Non-Saudi,56,55-59,,,Male,94
Saudi,56,55-59,,,Male,29
Non-Saudi,56,55-59,,,Male,35
Saudi,56,55-59,,,Male,44
Non-Saudi,56,55-59,,,Male,20
Saudi,56,55-59,,,Male,60
Non-Saudi,56,55-59,,,Male,20
Saudi,56,55-59,,,Male,115
Non-Saudi,56,55-59,,,Male,96
Saudi,56,55-59,,,Male,33
Non-Saudi,56,55-59,,,Male,9
Saudi,56,55-59,,,Male,24
Non-Saudi,56,55-59,,,Male,46
Saudi,56,55-59,,,Male,41
Non-Saudi,56,55-59,,,Male,61
Saudi,56,55-59,,,Male,20
Non-Saudi,56,55-59,,,Male,19
Saudi,56,55-59,,,Male,93
Non-Saudi,56,55-59,,,Male,113
Saudi,56,55-59,,,Male,823
Non-Saudi,56,55-59,,,Male,1077
Saudi,56,55-59,,,Male,27
Non-Saudi,56,55-59,,,Male,24
Saudi,56,55-59,,,Male,26
Non-Saudi,56,55-59,,,Male,21
Saudi,56,55-59,,,Male,822
Non-Saudi,56,55-59,,,Male,873
Saudi,56,55-59,,,Male,173
Non-Saudi,56,55-59,,,Male,159
Saudi,56,55-59,,,Male,24
Non-Saudi,56,55-59,,,Male,3
Saudi,56,55-59,,,Male,62
Non-Saudi,56,55-59,,,Male,15
Saudi,56,55-59,,,Male,29
Non-Saudi,56,55-59,,,Male,25
Saudi,56,55-59,,,Male,112
Non-Saudi,56,55-59,,,Male,75
Saudi,56,55-59,,,Male,65
Non-Saudi,56,55-59,,,Male,151
Saudi,56,55-59,,,Male,111
Non-Saudi,56,55-59,,,Male,40
Saudi,56,55-59,,,Male,108
Non-Saudi,56,55-59,,,Male,170
Saudi,56,55-59,,,Male,356
Non-Saudi,56,55-59,,,Male,374
Saudi,56,55-59,,,Male,54
Non-Saudi,56,55-59,,,Male,53
Saudi,56,55-59,,,Male,41
Non-Saudi,56,55-59,,,Male,45
Saudi,56,55-59,,,Male,827
Non-Saudi,56,55-59,,,Male,1394
Saudi,56,55-59,,,Male,122
Non-Saudi,56,55-59,,,Male,61
Saudi,56,55-59,,,Male,66
Non-Saudi,56,55-59,,,Male,91
Saudi,56,55-59,,,Male,41
Non-Saudi,56,55-59,,,Male,19
Saudi,56,55-59,,,Male,37
Non-Saudi,56,55-59,,,Male,60
Saudi,56,55-59,,,Male,461
Non-Saudi,56,55-59,,,Male,365
Saudi,56,55-59,,,Male,73
Non-Saudi,56,55-59,,,Male,32
Saudi,56,55-59,,,Male,183
Non-Saudi,56,55-59,,,Male,203
Saudi,56,55-59,,,Male,80
Non-Saudi,56,55-59,,,Male,86
Saudi,56,55-59,,,Male,1968
Non-Saudi,56,55-59,,,Male,1646
Saudi,56,55-59,,,Male,145
Non-Saudi,56,55-59,,,Male,108
Saudi,56,55-59,,,Male,396
Non-Saudi,56,55-59,,,Male,355
Saudi,56,55-59,,,Male,23
Non-Saudi,56,55-59,,,Male,30
Saudi,56,55-59,,,Male,138
Non-Saudi,56,55-59,,,Male,119
Saudi,56,55-59,,,Male,48
Non-Saudi,56,55-59,,,Male,29
Saudi,56,55-59,,,Male,158
Non-Saudi,56,55-59,,,Male,194
Saudi,56,55-59,,,Male,78
Non-Saudi,56,55-59,,,Male,58
Saudi,56,55-59,,,Male,6025
Non-Saudi,56,55-59,,,Male,14339
Saudi,56,55-59,,,Male,116
Non-Saudi,56,55-59,,,Male,95
Saudi,56,55-59,,,Male,166
Non-Saudi,56,55-59,,,Male,334
Saudi,56,55-59,,,Male,99
Non-Saudi,56,55-59,,,Male,77
Saudi,56,55-59,,,Male,3451
Non-Saudi,56,55-59,,,Male,8593
Saudi,56,55-59,,,Male,63
Non-Saudi,56,55-59,,,Male,49
Saudi,56,55-59,,,Male,12
Non-Saudi,56,55-59,,,Male,8
Saudi,56,55-59,,,Male,17
Non-Saudi,56,55-59,,,Male,26
Saudi,56,55-59,,,Male,27
Non-Saudi,56,55-59,,,Male,54
Saudi,56,55-59,,,Male,7
Non-Saudi,56,55-59,,,Male,8
Saudi,56,55-59,,,Male,130
Non-Saudi,56,55-59,,,Male,180
Saudi,56,55-59,,,Male,536
Non-Saudi,56,55-59,,,Male,779
Saudi,56,55-59,,,Male,13
Non-Saudi,56,55-59,,,Male,21
Saudi,57,55-59,Al Bahah (Emirate HQ),Al Bahah,Female,157
Non-Saudi,57,55-59,Al Bahah (Emirate HQ),Al Bahah,Female,49
Saudi,57,55-59,Al Hujrah,Al Bahah,Female,31
Non-Saudi,57,55-59,Al Hujrah,Al Bahah,Female,2
Saudi,57,55-59,Al Aqiq,Al Bahah,Female,91
Non-Saudi,57,55-59,Al Aqiq,Al Bahah,Female,3
Saudi,57,55-59,,Al Bahah,Female,70
Non-Saudi,57,55-59,,Al Bahah,Female,5
Saudi,57,55-59,,Al Bahah,Female,126
Non-Saudi,57,55-59,,Al Bahah,Female,6
Saudi,57,55-59,,Al Bahah,Female,66
Non-Saudi,57,55-59,,Al Bahah,Female,11
Saudi,57,55-59,,Al Bahah,Female,134
Non-Saudi,57,55-59,,Al Bahah,Female,17
Saudi,57,55-59,,Al Bahah,Female,56
Non-Saudi,57,55-59,,Al Bahah,Female,3
Saudi,57,55-59,,Al Bahah,Female,43
Saudi,57,55-59,,Al Bahah,Female,97
Non-Saudi,57,55-59,,Al Bahah,Female,5
Saudi,57,55-59,,,Female,356
Non-Saudi,57,55-59,,,Female,43
Saudi,57,55-59,,,Female,119
Non-Saudi,57,55-59,,,Female,12
Saudi,57,55-59,,,Female,424
Non-Saudi,57,55-59,,,Female,81
Saudi,57,55-59,,,Female,144
Non-Saudi,57,55-59,,,Female,8
Saudi,57,55-59,,,Female,37
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,159
Non-Saudi,57,55-59,,,Female,25
Saudi,57,55-59,,,Female,92
Non-Saudi,57,55-59,,,Female,10
Saudi,57,55-59,,,Female,294
Non-Saudi,57,55-59,,,Female,47
Saudi,57,55-59,,,Female,164
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,30
Saudi,57,55-59,,,Female,697
Non-Saudi,57,55-59,,,Female,108
Saudi,57,55-59,,,Female,156
Non-Saudi,57,55-59,,,Female,54
Saudi,57,55-59,,,Female,147
Non-Saudi,57,55-59,,,Female,16
Saudi,57,55-59,,,Female,485
Non-Saudi,57,55-59,,,Female,40
Saudi,57,55-59,,,Female,10592
Non-Saudi,57,55-59,,,Female,4174
Saudi,57,55-59,,,Female,87
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,172
Non-Saudi,57,55-59,,,Female,11
Saudi,57,55-59,,,Female,66
Non-Saudi,57,55-59,,,Female,5
Saudi,57,55-59,,,Female,21
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,184
Non-Saudi,57,55-59,,,Female,18
Saudi,57,55-59,,,Female,300
Non-Saudi,57,55-59,,,Female,41
Saudi,57,55-59,,,Female,110
Non-Saudi,57,55-59,,,Female,10
Saudi,57,55-59,,,Female,22
Non-Saudi,57,55-59,,,Female,6
Saudi,57,55-59,,,Female,24
Non-Saudi,57,55-59,,,Female,9
Saudi,57,55-59,,,Female,122
Non-Saudi,57,55-59,,,Female,9
Saudi,57,55-59,,,Female,83
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,113
Non-Saudi,57,55-59,,,Female,11
Saudi,57,55-59,,,Female,50
Non-Saudi,57,55-59,,,Female,12
Saudi,57,55-59,,,Female,172
Non-Saudi,57,55-59,,,Female,12
Saudi,57,55-59,,,Female,27
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,,,Female,189
Non-Saudi,57,55-59,,,Female,16
Saudi,57,55-59,,,Female,84
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,123
Non-Saudi,57,55-59,,,Female,9
Saudi,57,55-59,,,Female,145
Non-Saudi,57,55-59,,,Female,19
Saudi,57,55-59,,,Female,312
Non-Saudi,57,55-59,,,Female,32
Saudi,57,55-59,,,Female,18
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,99
Non-Saudi,57,55-59,,,Female,11
Saudi,57,55-59,,,Female,100
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,1433
Non-Saudi,57,55-59,,,Female,159
Saudi,57,55-59,,,Female,96
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,37
Non-Saudi,57,55-59,,,Female,5
Saudi,57,55-59,,,Female,46
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,441
Non-Saudi,57,55-59,,,Female,74
Saudi,57,55-59,,,Female,66
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,107
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,149
Non-Saudi,57,55-59,,,Female,10
Saudi,57,55-59,,,Female,73
Non-Saudi,57,55-59,,,Female,6
Saudi,57,55-59,,,Female,2671
Non-Saudi,57,55-59,,,Female,841
Saudi,57,55-59,,,Female,114
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,175
Non-Saudi,57,55-59,,,Female,9
Saudi,57,55-59,,,Female,115
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,56
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,606
Non-Saudi,57,55-59,,,Female,118
Saudi,57,55-59,,,Female,2886
Non-Saudi,57,55-59,,,Female,196
Saudi,57,55-59,,,Female,362
Non-Saudi,57,55-59,,,Female,141
Saudi,57,55-59,,,Female,677
Non-Saudi,57,55-59,,,Female,450
Saudi,57,55-59,,,Female,141
Non-Saudi,57,55-59,,,Female,31
Saudi,57,55-59,,,Female,2222
Non-Saudi,57,55-59,,,Female,654
Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,1648
Non-Saudi,57,55-59,,,Female,60
Saudi,57,55-59,,,Female,86
Non-Saudi,57,55-59,,,Female,14
Saudi,57,55-59,,,Female,83
Non-Saudi,57,55-59,,,Female,15
Saudi,57,55-59,,,Female,648
Non-Saudi,57,55-59,,,Female,101
Saudi,57,55-59,,,Female,86
Non-Saudi,57,55-59,,,Female,17
Saudi,57,55-59,,,Female,53
Non-Saudi,57,55-59,,,Female,5
Saudi,57,55-59,,,Female,28
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,113
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,165
Non-Saudi,57,55-59,,,Female,26
Saudi,57,55-59,,,Female,869
Non-Saudi,57,55-59,,,Female,148
Saudi,57,55-59,,,Female,89
Non-Saudi,57,55-59,,,Female,5
Saudi,57,55-59,,,Female,64
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,82
Non-Saudi,57,55-59,,,Female,8
Saudi,57,55-59,,,Female,366
Non-Saudi,57,55-59,,,Female,43
Saudi,57,55-59,,,Female,272
Non-Saudi,57,55-59,,,Female,29
Saudi,57,55-59,,,Female,24
Non-Saudi,57,55-59,,,Female,7
Saudi,57,55-59,,,Female,129
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,,,Female,119
Non-Saudi,57,55-59,,,Female,10
Saudi,57,55-59,,,Female,32
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,,,Female,89
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,156
Non-Saudi,57,55-59,,,Female,22
Saudi,57,55-59,,,Female,67
Non-Saudi,57,55-59,,,Female,11
Saudi,57,55-59,,,Female,138
Non-Saudi,57,55-59,,,Female,23
Saudi,57,55-59,,,Female,302
Non-Saudi,57,55-59,,,Female,59
Saudi,57,55-59,,,Female,334
Non-Saudi,57,55-59,,,Female,39
Saudi,57,55-59,,,Female,441
Non-Saudi,57,55-59,,,Female,64
Saudi,57,55-59,,,Female,124
Non-Saudi,57,55-59,,,Female,22
Saudi,57,55-59,,,Female,36
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,62
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,95
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,130
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,42
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,45
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,48
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,24
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,,,Female,115
Non-Saudi,57,55-59,,,Female,12
Saudi,57,55-59,,,Female,1000
Non-Saudi,57,55-59,,,Female,140
Saudi,57,55-59,,,Female,51
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,41
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,902
Non-Saudi,57,55-59,,,Female,112
Saudi,57,55-59,,,Female,201
Non-Saudi,57,55-59,,,Female,13
Saudi,57,55-59,,,Female,21
Saudi,57,55-59,,,Female,47
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,52
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,,,Female,121
Non-Saudi,57,55-59,,,Female,8
Saudi,57,55-59,,,Female,113
Non-Saudi,57,55-59,,,Female,13
Saudi,57,55-59,,,Female,159
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,159
Non-Saudi,57,55-59,,,Female,6
Saudi,57,55-59,,,Female,492
Non-Saudi,57,55-59,,,Female,40
Saudi,57,55-59,,,Female,91
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,37
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,892
Non-Saudi,57,55-59,,,Female,133
Saudi,57,55-59,,,Female,144
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,92
Non-Saudi,57,55-59,,,Female,9
Saudi,57,55-59,,,Female,55
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,67
Non-Saudi,57,55-59,,,Female,6
Saudi,57,55-59,,,Female,466
Non-Saudi,57,55-59,,,Female,21
Saudi,57,55-59,,,Female,92
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,248
Non-Saudi,57,55-59,,,Female,22
Saudi,57,55-59,,,Female,105
Non-Saudi,57,55-59,,,Female,5
Saudi,57,55-59,,,Female,2413
Non-Saudi,57,55-59,,,Female,306
Saudi,57,55-59,,,Female,194
Non-Saudi,57,55-59,,,Female,8
Saudi,57,55-59,,,Female,529
Non-Saudi,57,55-59,,,Female,23
Saudi,57,55-59,,,Female,39
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,183
Non-Saudi,57,55-59,,,Female,8
Saudi,57,55-59,,,Female,81
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,159
Non-Saudi,57,55-59,,,Female,34
Saudi,57,55-59,,,Female,132
Non-Saudi,57,55-59,,,Female,10
Saudi,57,55-59,,,Female,6098
Non-Saudi,57,55-59,,,Female,3951
Saudi,57,55-59,,,Female,163
Non-Saudi,57,55-59,,,Female,14
Saudi,57,55-59,,,Female,199
Non-Saudi,57,55-59,,,Female,33
Saudi,57,55-59,,,Female,125
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,3600
Non-Saudi,57,55-59,,,Female,1811
Saudi,57,55-59,,,Female,104
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,18
Non-Saudi,57,55-59,,,Female,4
Saudi,57,55-59,,,Female,32
Non-Saudi,57,55-59,,,Female,2
Saudi,57,55-59,,,Female,37
Non-Saudi,57,55-59,,,Female,3
Saudi,57,55-59,,,Female,13
Saudi,57,55-59,,,Female,122
Non-Saudi,57,55-59,,,Female,31
Saudi,57,55-59,,,Female,637
Non-Saudi,57,55-59,,,Female,119
Saudi,57,55-59,,,Female,27
Non-Saudi,57,55-59,,,Female,1
Saudi,57,55-59,Al Bahah (Emirate HQ),Al Bahah,Male,130
Non-Saudi,57,55-59,Al Bahah (Emirate HQ),Al Bahah,Male,228
Saudi,57,55-59,Al Hujrah,Al Bahah,Male,25
Non-Saudi,57,55-59,Al Hujrah,Al Bahah,Male,20
Saudi,57,55-59,Al Aqiq,Al Bahah,Male,69
Non-Saudi,57,55-59,Al Aqiq,Al Bahah,Male,66
Saudi,57,55-59,,Al Bahah,Male,41
Non-Saudi,57,55-59,,Al Bahah,Male,37
Saudi,57,55-59,,Al Bahah,Male,106
Non-Saudi,57,55-59,,Al Bahah,Male,85
Saudi,57,55-59,,Al Bahah,Male,34
Non-Saudi,57,55-59,,Al Bahah,Male,47
Saudi,57,55-59,,Al Bahah,Male,113
Non-Saudi,57,55-59,,Al Bahah,Male,140
Saudi,57,55-59,,Al Bahah,Male,33
Non-Saudi,57,55-59,,Al Bahah,Male,25
Saudi,57,55-59,,Al Bahah,Male,43
Non-Saudi,57,55-59,,Al Bahah,Male,11
Saudi,57,55-59,,Al Bahah,Male,60
Non-Saudi,57,55-59,,Al Bahah,Male,54
Saudi,57,55-59,,,Male,323
Non-Saudi,57,55-59,,,Male,344
Saudi,57,55-59,,,Male,93
Non-Saudi,57,55-59,,,Male,87
Saudi,57,55-59,,,Male,322
Non-Saudi,57,55-59,,,Male,464
Saudi,57,55-59,,,Male,134
Non-Saudi,57,55-59,,,Male,157
Saudi,57,55-59,,,Male,21
Non-Saudi,57,55-59,,,Male,32
Saudi,57,55-59,,,Male,138
Non-Saudi,57,55-59,,,Male,99
Saudi,57,55-59,,,Male,91
Non-Saudi,57,55-59,,,Male,135
Saudi,57,55-59,,,Male,263
Non-Saudi,57,55-59,,,Male,296
Saudi,57,55-59,,,Male,100
Non-Saudi,57,55-59,,,Male,66
Saudi,57,55-59,,,Male,24
Non-Saudi,57,55-59,,,Male,14
Saudi,57,55-59,,,Male,697
Non-Saudi,57,55-59,,,Male,767
Saudi,57,55-59,,,Male,157
Non-Saudi,57,55-59,,,Male,262
Saudi,57,55-59,,,Male,133
Non-Saudi,57,55-59,,,Male,141
Saudi,57,55-59,,,Male,391
Non-Saudi,57,55-59,,,Male,434
Saudi,57,55-59,,,Male,10066
Non-Saudi,57,55-59,,,Male,21318
Saudi,57,55-59,,,Male,42
Non-Saudi,57,55-59,,,Male,50
Saudi,57,55-59,,,Male,160
Non-Saudi,57,55-59,,,Male,118
Saudi,57,55-59,,,Male,49
Non-Saudi,57,55-59,,,Male,63
Saudi,57,55-59,,,Male,26
Non-Saudi,57,55-59,,,Male,37
Saudi,57,55-59,,,Male,131
Non-Saudi,57,55-59,,,Male,137
Saudi,57,55-59,,,Male,285
Non-Saudi,57,55-59,,,Male,311
Saudi,57,55-59,,,Male,103
Non-Saudi,57,55-59,,,Male,186
Saudi,57,55-59,,,Male,27
Non-Saudi,57,55-59,,,Male,36
Saudi,57,55-59,,,Male,34
Non-Saudi,57,55-59,,,Male,68
Saudi,57,55-59,,,Male,81
Non-Saudi,57,55-59,,,Male,101
Saudi,57,55-59,,,Male,77
Non-Saudi,57,55-59,,,Male,76
Saudi,57,55-59,,,Male,104
Non-Saudi,57,55-59,,,Male,100
Saudi,57,55-59,,,Male,40
Non-Saudi,57,55-59,,,Male,108
Saudi,57,55-59,,,Male,149
Non-Saudi,57,55-59,,,Male,109
Saudi,57,55-59,,,Male,31
Non-Saudi,57,55-59,,,Male,22
Saudi,57,55-59,,,Male,140
Non-Saudi,57,55-59,,,Male,188
Saudi,57,55-59,,,Male,77
Non-Saudi,57,55-59,,,Male,52
Saudi,57,55-59,,,Male,134
Non-Saudi,57,55-59,,,Male,56
Saudi,57,55-59,,,Male,128
Non-Saudi,57,55-59,,,Male,132
Saudi,57,55-59,,,Male,252
Non-Saudi,57,55-59,,,Male,199
Saudi,57,55-59,,,Male,15
Non-Saudi,57,55-59,,,Male,11
Saudi,57,55-59,,,Male,97
Non-Saudi,57,55-59,,,Male,65
Saudi,57,55-59,,,Male,69
Non-Saudi,57,55-59,,,Male,40
Saudi,57,55-59,,,Male,1350
Non-Saudi,57,55-59,,,Male,1150
Saudi,57,55-59,,,Male,70
Non-Saudi,57,55-59,,,Male,46
Saudi,57,55-59,,,Male,32
Non-Saudi,57,55-59,,,Male,29
Saudi,57,55-59,,,Male,46
Non-Saudi,57,55-59,,,Male,19
Saudi,57,55-59,,,Male,416
Non-Saudi,57,55-59,,,Male,379
Saudi,57,55-59,,,Male,60
Non-Saudi,57,55-59,,,Male,73
Saudi,57,55-59,,,Male,82
Non-Saudi,57,55-59,,,Male,28
Saudi,57,55-59,,,Male,109
Non-Saudi,57,55-59,,,Male,131
Saudi,57,55-59,,,Male,44
Non-Saudi,57,55-59,,,Male,16
Saudi,57,55-59,,,Male,2484
Non-Saudi,57,55-59,,,Male,3451
Saudi,57,55-59,,,Male,92
Non-Saudi,57,55-59,,,Male,54
Saudi,57,55-59,,,Male,137
Non-Saudi,57,55-59,,,Male,95
Saudi,57,55-59,,,Male,79
Non-Saudi,57,55-59,,,Male,58
Saudi,57,55-59,,,Male,43
Non-Saudi,57,55-59,,,Male,20
Saudi,57,55-59,,,Male,619
Non-Saudi,57,55-59,,,Male,972
Saudi,57,55-59,,,Male,2538
Non-Saudi,57,55-59,,,Male,1728
Saudi,57,55-59,,,Male,445
Non-Saudi,57,55-59,,,Male,1688
Saudi,57,55-59,,,Male,710
Non-Saudi,57,55-59,,,Male,2894
Saudi,57,55-59,,,Male,167
Non-Saudi,57,55-59,,,Male,214
Saudi,57,55-59,,,Male,2375
Non-Saudi,57,55-59,,,Male,5134
Saudi,57,55-59,,,Male,13
Non-Saudi,57,55-59,,,Male,13
Saudi,57,55-59,,,Male,1546
Non-Saudi,57,55-59,,,Male,678
Saudi,57,55-59,,,Male,103
Non-Saudi,57,55-59,,,Male,196
Saudi,57,55-59,,,Male,93
Non-Saudi,57,55-59,,,Male,229
Saudi,57,55-59,,,Male,491
Non-Saudi,57,55-59,,,Male,617
Saudi,57,55-59,,,Male,88
Non-Saudi,57,55-59,,,Male,293
Saudi,57,55-59,,,Male,40
Non-Saudi,57,55-59,,,Male,93
Saudi,57,55-59,,,Male,12
Non-Saudi,57,55-59,,,Male,33
Saudi,57,55-59,,,Male,96
Non-Saudi,57,55-59,,,Male,84
Saudi,57,55-59,,,Male,150
Non-Saudi,57,55-59,,,Male,149
Saudi,57,55-59,,,Male,872
Non-Saudi,57,55-59,,,Male,1285
Saudi,57,55-59,,,Male,56
Non-Saudi,57,55-59,,,Male,98
Saudi,57,55-59,,,Male,43
Non-Saudi,57,55-59,,,Male,58
Saudi,57,55-59,,,Male,98
Non-Saudi,57,55-59,,,Male,153
Saudi,57,55-59,,,Male,336
Non-Saudi,57,55-59,,,Male,277
Saudi,57,55-59,,,Male,285
Non-Saudi,57,55-59,,,Male,171
Saudi,57,55-59,,,Male,16
Non-Saudi,57,55-59,,,Male,17
Saudi,57,55-59,,,Male,94
Non-Saudi,57,55-59,,,Male,63
Saudi,57,55-59,,,Male,145
Non-Saudi,57,55-59,,,Male,146
Saudi,57,55-59,,,Male,27
Non-Saudi,57,55-59,,,Male,7
Saudi,57,55-59,,,Male,74
Non-Saudi,57,55-59,,,Male,46
Saudi,57,55-59,,,Male,139
Non-Saudi,57,55-59,,,Male,90
Saudi,57,55-59,,,Male,70
Non-Saudi,57,55-59,,,Male,52
Saudi,57,55-59,,,Male,133
Non-Saudi,57,55-59,,,Male,190
Saudi,57,55-59,,,Male,289
Non-Saudi,57,55-59,,,Male,518
Saudi,57,55-59,,,Male,255
Non-Saudi,57,55-59,,,Male,222
Saudi,57,55-59,,,Male,372
Non-Saudi,57,55-59,,,Male,437
Saudi,57,55-59,,,Male,113
Non-Saudi,57,55-59,,,Male,92
Saudi,57,55-59,,,Male,29
Non-Saudi,57,55-59,,,Male,24
Saudi,57,55-59,,,Male,41
Non-Saudi,57,55-59,,,Male,18
Saudi,57,55-59,,,Male,87
Non-Saudi,57,55-59,,,Male,23
Saudi,57,55-59,,,Male,143
Non-Saudi,57,55-59,,,Male,73
Saudi,57,55-59,,,Male,30
Non-Saudi,57,55-59,,,Male,18
Saudi,57,55-59,,,Male,33
Non-Saudi,57,55-59,,,Male,42
Saudi,57,55-59,,,Male,47
Non-Saudi,57,55-59,,,Male,54
Saudi,57,55-59,,,Male,23
Non-Saudi,57,55-59,,,Male,18
Saudi,57,55-59,,,Male,86
Non-Saudi,57,55-59,,,Male,119
Saudi,57,55-59,,,Male,831
Non-Saudi,57,55-59,,,Male,1134
Saudi,57,55-59,,,Male,33
Non-Saudi,57,55-59,,,Male,25
Saudi,57,55-59,,,Male,32
Non-Saudi,57,55-59,,,Male,25
Saudi,57,55-59,,,Male,814
Non-Saudi,57,55-59,,,Male,819
Saudi,57,55-59,,,Male,192
Non-Saudi,57,55-59,,,Male,160
Saudi,57,55-59,,,Male,21
Non-Saudi,57,55-59,,,Male,9
Saudi,57,55-59,,,Male,46
Non-Saudi,57,55-59,,,Male,20
Saudi,57,55-59,,,Male,32
Non-Saudi,57,55-59,,,Male,27
Saudi,57,55-59,,,Male,99
Non-Saudi,57,55-59,,,Male,85
Saudi,57,55-59,,,Male,79
Non-Saudi,57,55-59,,,Male,140
Saudi,57,55-59,,,Male,110
Non-Saudi,57,55-59,,,Male,53
Saudi,57,55-59,,,Male,120
Non-Saudi,57,55-59,,,Male,162
Saudi,57,55-59,,,Male,359
Non-Saudi,57,55-59,,,Male,336
Saudi,57,55-59,,,Male,59
Non-Saudi,57,55-59,,,Male,39
Saudi,57,55-59,,,Male,48
Non-Saudi,57,55-59,,,Male,42
Saudi,57,55-59,,,Male,821
Non-Saudi,57,55-59,,,Male,1497
Saudi,57,55-59,,,Male,108
Non-Saudi,57,55-59,,,Male,83
